Guangzhou		CN	30	738
Guayaquil		EC	10	130
Guadalajara		MX	14	109
Gwangju		KR	18	94
Gujrānwāla	Gujranwala	PK	04	92
Guankou		CN	11	92
Gorakhpur		IN	10	88
Ghāziābād	Ghaziabad	IN	36	79
Gustavo A. Madero		MX	09	79
Gustavo A. Madero		MX	28	79
Guiyang		CN	18	78
Goiânia	Goiania	BR	29	78
Guarulhos		BR	27	77
Goyang-si		KR	13	71
Gaziantep		TR	83	71
Guatemala City		GT	07	66
Guwahati		IN	03	59
Gwalior		IN	35	58
Guadalupe		MX	19	48
General Santos		PH	12	45
Gorakhpur		IN	36	44
Guilin		CN	16	43
Glasgow		GB	SCT	40
Gold Coast		AU	04	39
Genoa		IT	08	38
Guli		CN	02	35
Guntur		IN	02	35
Göteborg	Goeteborg	SE	28	33
Gulbarga		IN	19	32
Gomel		BY	02	32
Gdańsk	Gdansk	PL	82	30
Garoua		CM	13	29
Gaya		IN	34	28
Gaza		PS	GZ	27
Gifu-shi		JP	09	26
Ganja		AZ	20	20
Guarujá	Guaruja	BR	27	20
General Escobedo		MX	19	20
Gujrāt	Gujrat	PK	04	20
George Town		MY	09	20
Galaţi	Galati	RO	18	19
Greater Noida		IN	36	19
Gumi		KR	14	19
Gebze		TR	41	18
Gijón	Gijon	ES	34	18
Guantánamo	Guantanamo	CU	10	18
Gelsenkirchen		DE	07	18
Greensboro		US	NC	17
Gajuwaka		IN	02	17
Gdynia		PL	82	16
Governador Valadares		BR	15	16
Gombe		NG	55	16
Gorgān	Gorgan	IR	37	16
Gatineau		CA	10	16
Gravataí	Gravatai	BR	23	15
Gasteiz / Vitoria		ES	59	15
Georgetown		GY	12	15
Granada		ES	51	15
Gangānagar	Ganganagar	IN	24	15
Gent		BE	VLG	15
Gomez Palacio		MX	10	15
Garland		US	TX	15
Gusau		NG	57	15
Glendale		US	AZ	15
Groznyy		RU	12	15
Geelong		AU	07	15
Gosāba	Gosaba	IN	28	14
Graz		AT	06	14
Galkissa		LK	36	14
Guangyuan		CN	32	14
Gilbert		US	AZ	13
Gaborone		BW	09	13
Gaoping		CN	32	13
Gliwice		PL	83	13
Gurgaon		IN	10	13
Ghandinagar		IN	09	13
Guri-si		KR	13	13
Guatire		VE	15	12
Glendale		US	CA	12
Grand Rapids		US	MI	12
Genève	Geneve	CH	GE	12
Guarenas		VE	15	12
Groningen		NL	04	12
Grand Prairie		US	TX	11
Garden Grove		US	CA	11
Getafe		ES	29	11
Gāndhīdhām	Gandhidham	IN	09	11
Gaozhou		CN	30	11
Geneina		SD	47	10
Gadag		IN	19	10
Grenoble		FR	84	10
Gol’yanovo	Gol'yanovo	RU	48	10
Greater Sudbury		CA	08	10
Guyong		PH	03	10
Guangshui		CN	12	10
Gandajika		CD	04	10
Gondar		ET	46	10
Guna		IN	35	10
Guacara		VE	07	10
Guarapuava		BR	18	10
Gaomi		CN	25	10
Gimcheon		KR	14	10
Gyumri		AM	07	9
Gulu		UG	N	9
Gweru		ZW	02	9
Gorontalo		ID	34	9
Goma		CD	11	9
Ghazni		AF	08	9
Gongzhuling		CN	05	9
Gojra		PK	04	9
Gbongan		NG	42	9
Gejiu		CN	29	9
Gondā City	Gonda City	IN	36	8
Godhra		IN	09	8
Gonbad-e Kāvūs	Gonbad-e Kavus	IR	37	8
Garza García	Garza Garcia	MX	19	8
Girardot City		CO	33	8
Gyeongsan-si		KR	14	8
Gloucester		GB	ENG	8
Győr	Gyor	HU	09	8
Gashua		NG	44	8
Gondiā	Gondia	IN	16	8
Gorzów Wielkopolski	Gorzow Wielkopolski	PL	76	8
Gainesville		US	FL	8
Guelma		DZ	23	8
Gagnoa		CI	79	8
Göttingen	Goettingen	DE	06	8
Guntakal Junction		IN	02	8
Gangāpur	Gangapur	IN	24	8
Gràcia	Gracia	ES	56	8
Gemena		CD	02	7
Gudivāda	Gudivada	IN	02	7
Guelph		CA	08	7
Guanabacoa		CU	02	7
Guangming		CN	05	7
Guanare		VE	18	7
Garanhuns		BR	30	7
Gabès	Gabes	TN	29	7
Girón	Giron	CO	26	7
Gangāwati	Gangawati	IN	19	7
Guaratinguetá	Guaratingueta	BR	27	7
Gresham		US	OR	7
Gera		DE	15	6
Green Bay		US	WI	6
Gardēz	Gardez	AF	36	6
Ghazīpur	Ghazipur	IN	36	6
Gondal		IN	09	6
Gillingham		GB	ENG	6
Guaíba	Guaiba	BR	23	6
Guarapari		BR	08	6
Glazov		RU	80	6
Grogol		ID	07	6
Grudziądz	Grudziadz	PL	73	6
Giresun		TR	28	6
Guelmim		MA	53	6
Girona		ES	56	6
Gütersloh	Guetersloh	DE	07	6
General Trias		PH	40	6
Gjakovë	Gjakove	XK	10096859	6
Guadalupe		MX	32	6
Gudiyatham		IN	25	6
Ghardaïa	Ghardaia	DZ	45	6
Galle		LK	34	6
Greeley		US	CO	6
Ginowan		JP	47	6
Grahamstown		ZA	05	6
Gaoyou		CN	04	6
Gatchina		RU	42	5
Granada		NI	06	5
Gitarama		RW	15	5
Glyfáda	Glyfada	GR	ESYE31	5
Gubkin		RU	09	5
Gao		ML	09	5
Greenburgh		US	NY	5
Germantown		US	MD	5
Gyōda	Gyoda	JP	34	5
Guozhen		CN	26	5
Gharyan		LY	80	5
Gonayiv		HT	06	5
Gesundbrunnen		DE	16	5
Gamboru		NG	27	5
Guider		CM	13	5
Greenville		US	NC	5
Gotenba		JP	37	5
Gisenyi		RW	14	5
Galesong		ID	38	5
Guadalajara		ES	54	5
Gwangju		KR	13	5
Guaynabo		PR	061	5
Gafsa		TN	30	5
Gamagōri	Gamagori	JP	01	5
Getxo		ES	59	5
Gary		US	IN	5
Giugliano in Campania		IT	04	5
Gandia		ES	60	5
Genteng		ID	08	5
Gedangan		ID	08	5
Gueckedou		GN	N	5
Gapan		PH	03	5
Gualeguaychú	Gualeguaychu	AR	08	5
Guanajuato		MX	11	5
Gateshead		GB	ENG	5
Gladbeck		DE	07	5
Guiguinto		PH	03	5
Guigang		CN	16	5
Gūdūr	Gudur	IN	02	4
Gobernador Gálvez	Gobernador Galvez	AR	21	4
Gießen	Giessen	DE	05	4
Gucheng Chengguanzhen		CN	12	4
Gela		IT	15	4
Grand-Bassam		CI	89	4
Guixi		CN	03	4
Genhe		CN	20	4
Gresik		ID	08	4
Gokak		IN	19	4
General Roca		AR	16	4
Georgiyevsk		RU	70	4
Gongju		KR	17	4
Gouda		NL	11	4
Guildford		GB	ENG	4
Gastonia		US	NC	4
Güigüe	Guigue	VE	07	4
Grazhdanka		RU	66	4
Guiping		CN	16	4
Gemlik		TR	16	4
Grays		GB	ENG	4
Gosport		GB	ENG	4
Gongchangling		CN	19	4
Gaillimh		IE	C	4
Gniezno		PL	86	4
Goya		AR	06	4
Güira de Melena	Guira de Melena	CU	AR	4
Gūjar Khān	Gujar Khan	PK	04	4
Giurgiu		RO	42	4
Güines	Gueines	CU	MA	4
Ga-Rankuwa		ZA	10	4
Gävle	Gavle	SE	03	4
Głogów	Glogow	PL	72	4
Guasave		MX	25	4
Garissa		KE	16	4
Gulfport		US	MS	4
Glen Burnie		US	MD	4
Guidonia Montecelio		IT	07	4
Goyerkāta	Goyerkata	IN	28	4
Gabrovo		BG	41	4
Gamping Lor		ID	10	4
Gukovo		RU	61	4
Gangārāmpur	Gangarampur	IN	28	4
Goodyear		US	AZ	4
Gushikawa		JP	47	4
Gurupi		BR	31	4
Grevenbroich		DE	07	4
Ghotki		PK	05	4
Gopālganj	Gopalganj	IN	34	4
Genk		BE	VLG	4
Garbsen		DE	06	4
Godean		ID	10	4
Graaff-Reinet		ZA	05	4
Gus’-Khrustal’nyy	Gus'-Khrustal'nyy	RU	83	4
Groa de Murviedro		ES	60	4
Gravatá	Gravata	BR	30	4
Gaalkacyo		SO	10	4
Grosseto		IT	16	4
Granollers		ES	56	4
Gushu		CN	01	4
Girīdīh	Giridih	IN	38	4
Gaithersburg		US	MD	3
Great Yarmouth		GB	ENG	3
Gangoh		IN	36	3
Galátsi	Galatsi	GR	ESYE31	3
Guamúchil	Guamuchil	MX	25	3
Gannan		CN	08	3
Gola Gokarannāth	Gola Gokarannath	IN	36	3
Guanambi		BR	05	3
Gardena		US	CA	3
Glogovac		XK	10097360	3
Grand Junction		US	CO	3
Great Falls		US	MT	3
Greenville		US	SC	3
Göppingen	Goeppingen	DE	01	3
Görlitz	Goerlitz	DE	13	3
Guercif		MA	58	3
Gobichettipalayam		IN	25	3
Guiren		CN	04	3
Garoowe		SO	18	3
General Pico		AR	11	3
Gaogou		CN	04	3
Gölcük	Goelcuek	TR	41	3
Gohāna	Gohana	IN	10	3
Gadwāl	Gadwal	IN	40	3
Gapyeong		KR	13	3
Gorno-Altaysk		RU	03	3
Ghātāl	Ghatal	IN	28	3
Gravesend		GB	ENG	3
Granby		CA	10	3
Gaddi Annaram		IN	40	3
Guliston		UZ	16	3
Gummersbach		DE	07	3
Gulariyā	Gulariya	NP	MR	3
Grand Forks		US	ND	3
Greifswald		DE	12	3
Gjilan		XK	10097357	3
Gwadar		PK	02	3
Gohadi		IN	35	3
Gostivar		MK	D4	3
Goālpāra	Goalpara	IN	03	3
Gelendzhik		RU	38	3
Gbadolite		CD	02	3
Gallarate		IT	09	3
Gajraula		IN	36	3
Glendora		US	CA	3
güngören merter	guengoeren merter	TR	34	3
Greenwood		US	IN	3
Grangwav		HT	11	3
Gampengrejo		ID	08	3
Goshogawara		JP	03	3
Gatak		ID	07	3
Gilroy		US	CA	3
Grand Island		US	NE	3
Giv‘atayim	Giv`atayim	IL	05	3
Guaxupé	Guaxupe	BR	15	3
Goianésia	Goianesia	BR	29	3
Galveston		US	TX	3
Greve		DK	20	3
Grasse		FR	93	3
Gudalur		IN	25	3
Gryazi		RU	43	3
Georgetown		US	TX	3
Gumia		IN	38	3
Gujō	Gujo	JP	09	3
Gori		GE	73	3
Gulāothi	Gulaothi	IN	36	3
Gotha		DE	15	3
Garoua Boulaï	Garoua Boulai	CM	04	3
Gangākher	Gangakher	IN	16	3
Grapevine		US	TX	3
Ganj Dundwāra	Ganj Dundwara	IN	36	3
Gronau		DE	07	3
Gavà	Gava	ES	56	3
Gbarnga		LR	01	3
Gumla		IN	37	2
Golpāyegān	Golpayegan	IR	28	2
Glenview		US	IL	2
Gbawe		GH	01	2
Goiana		BR	30	2
Gobārdānga	Gobardanga	IN	28	2
Great Sankey		GB	ENG	2
Gebog		ID	07	2
Guarabira		BR	17	2
Godda		IN	38	2
Gereshk		AF	10	2
Goslar		DE	06	2
Greenock		GB	SCT	2
Gonābād	Gonabad	IR	42	2
Gijang		KR	10	2
Gifhorn		DE	06	2
Gumel		NG	39	2
Gap		FR	93	2
Gambēla	Gambela	ET	49	2
Gennevilliers		FR	11	2
Gravina in Puglia		IT	13	2
Gutao		CN	24	2
Gay		RU	55	2
Guye		CN	10	2
Grande Prairie		CA	01	2
Gādarwāra	Gadarwara	IN	35	2
Geidam		NG	44	2
Garça	Garca	BR	27	2
Ghijduwon		UZ	02	2
Gjorče Petro	Gjorce Petro	MK	00	2
Gerona		PH	03	2
Gönen	Gonen	TR	10	2
Garhwa		IN	38	2
Guimarães	Guimaraes	PT	04	2
Gaurnadi		BD	85	2
Ghātampur	Ghatampur	IN	36	2
Gursahāiganj	Gursahaiganj	IN	36	2
Ghātsīla	Ghatsila	IN	38	2
Güiria	Gueiria	VE	19	2
Geita		TZ	28	2
Granadilla de Abona		ES	53	2
Garges-lès-Gonesse	Garges-les-Gonesse	FR	11	2
Guacamayas		MX	16	2
Guáimaro	Guaimaro	CU	05	2
Giddarbāha	Giddarbaha	IN	23	2
Ghosī	Ghosi	IN	36	2
Guiglo		CI	78	2
Germantown		US	TN	2
Gummi		NG	57	2
Glenrothes		GB	SCT	2
Gogrial		SS	08	2
Gorna Oryakhovitsa		BG	62	2
Gagny		FR	11	2
Greenford		GB	ENG	2
Geiro		TZ	10	2
Great Malvern		GB	ENG	2
Gosen		JP	29	2
Garhmuktesar		IN	36	2
Giyani		ZA	09	2
Goes		NL	10	2
Gadsden		US	AL	2
Germering		DE	02	2
Greenfield		US	WI	2
Goldsboro		US	NC	2
Gropiusstadt		DE	16	2
Guayaramerín	Guayaramerin	BO	03	2
Goose Creek		US	SC	2
Grantham		GB	ENG	2
Gariadhar		IN	09	2
Grove City		US	OH	2
Geoktschai		AZ	22	2
Greven		DE	07	2
Goryachevodskiy		RU	70	2
Gero		JP	09	2
Gul’kevichi	Gul'kevichi	RU	38	2
Gowurdak		TM	04	2
Gorinchem		NL	11	2
Geel		BE	VLG	2
Gorizia		IT	06	2
Grants Pass		US	OR	2
Greenville		US	MS	2
Golāghāt	Golaghat	IN	03	2
Goba		ET	51	2
Gojō	Gojo	JP	28	2
Gharaunda		IN	10	2
Gisborne		NZ	F1	2
Göksun	Goksun	TR	46	2
Glendale Heights		US	IL	2
Gafargaon		BD	81	2
Guajará Mirim	Guajara Mirim	BR	24	2
Guaíra	Guaira	BR	27	2
Geldern		DE	07	2
Gambat		PK	05	2
Guledagudda		IN	19	2
Gainesville		US	GA	2
Guskhara		IN	28	2
Gremda		TN	32	2
Goch		DE	07	2
Gaspar		BR	26	2
Grimbergen		BE	VLG	2
Gahanna		US	OH	2
Glossop		GB	ENG	2
Golden Glades		US	FL	2
Gualeguay		AR	08	2
Grugliasco		IT	12	2
Gaya		NE	03	2
Greenacres City		US	FL	2
Gyöngyös	Gyongyos	HU	11	2
General Tinio		PH	03	2
Gose		JP	28	2
Gudermes		RU	12	2
Gevelsberg		DE	07	2
Georgsmarienhütte	Georgsmarienhuette	DE	06	2
Goribidnūr	Goribidnur	IN	19	2
Granadero Baigorria		AR	21	2
Gödöllő	Godollo	HU	16	2
Granada		CO	19	2
Guimba		PH	03	2
Gyula		HU	03	2
Gumushkhane		TR	69	2
Galesburg		US	IL	2
Guarda		PT	11	2
Guyancourt		FR	11	2
Gombong		ID	07	2
Glastonbury		US	CT	2
Ghugus		IN	16	2
Galapagar		ES	29	2
Gimbi		ET	51	2
Gorodets		RU	51	2
General José de San Martín	General Jose de San Martin	AR	03	2
Goshen		US	IN	2
Gomoh		IN	38	2
Grottaglie		IT	13	2
Gurnee		US	IL	2
Güstrow	Guestrow	DE	12	2
Guapimirim		BR	21	2
Ganderkesee		DE	06	2
Gūduvāncheri	Guduvancheri	IN	25	2
Guasdualito		VE	03	2
Geraardsbergen		BE	VLG	2
Gangtok		IN	29	2
Gladstone		AU	04	2
Garfield		US	NJ	2
Granger		US	IN	2
Guariba		BR	27	2
Gevrai		IN	16	2
Görele	Gorele	TR	28	2
Garibaldi		BR	23	2
Gallatin		US	TN	2
Grajaú	Grajau	BR	13	2
Goussainville		FR	11	2
Ghormach		AF	02	2
Giżycko	Gizycko	PL	85	1
Gérakas	Gerakas	GR	ESYE31	1
Goleta		US	CA	1
Grabouw		ZA	11	1
Granite City		US	IL	1
Ghauspur		PK	05	1
Gajendragarh		IN	19	1
Gaggenau		DE	01	1
Geesthacht		DE	10	1
Garzón	Garzon	CO	16	1
Gürpınar	Gurpinar	TR	34	1
George Town		KY	10346796	1
Galdakao		ES	59	1
Garh Mahārāja	Garh Maharaja	PK	04	1
Georgetown		US	KY	1
Gillette		US	WY	1
Gragnano		IT	04	1
Garango		BF	04	1
Gagarin		RU	69	1
Garfield Heights		US	OH	1
Garupá	Garupa	AR	14	1
Gloucester		US	MA	1
Gobernador Ingeniero Valentín Virasoro	Gobernador Ingeniero Valentin Virasoro	AR	06	1
Gusev		RU	23	1
Gadhada		IN	09	1
Gorlice		PL	77	1
Gerede		TR	14	1
Gierłoż	Gierloz	PL	85	1
Geilenkirchen		DE	07	1
Giddalūr	Giddalur	IN	02	1
Garhākota	Garhakota	IN	35	1
Gölbaşı	Golbasi	TR	02	1
Goryachiy Klyuch		RU	38	1
Geislingen an der Steige		DE	01	1
Geldrop		NL	06	1
Giannitsá	Giannitsa	GR	ESYE12	1
Garden City		US	MI	1
Gondomar		PT	17	1
Gibara		CU	12	1
Guararapes		BR	27	1
Gurlan		UZ	05	1
Glen Ellyn		US	IL	1
Gaur		NP	CR	1
Gundlupet		IN	19	1
Gobō	Gobo	JP	43	1
Gobindpur		IN	38	1
Glen Cove		US	NY	1
García	Garcia	MX	19	1
Geraldton		AU	08	1
Gonesse		FR	11	1
Goseong		KR	20	1
Grodzisk Mazowiecki		PL	78	1
Garden City		US	KS	1
Gubakha		RU	90	1
Gibraltar		GI	00	1
Gravina di Catania		IT	15	1
Glauchau		DE	13	1
Gulābpura	Gulabpura	IN	24	1
Gadhinglaj		IN	16	1
Garmisch-Partenkirchen		DE	02	1
Guadalupe		CR	08	1
Garbagnate Milanese		IT	09	1
Gressier		HT	11	1
Goiatuba		BR	29	1
Granja		BR	06	1
Gokarna		IN	19	1
Güroymak	Guroymak	TR	13	1
Garner		US	NC	1
Geldermalsen		NL	03	1
Green		US	OH	1
Greenville		US	TX	1
Ganghwa-gun		KR	12	1
Greer		US	SC	1
Gladstone		US	MO	1
Guadalupe		PE	13	1
G’uzor	G'uzor	UZ	08	1
Gerāsh	Gerash	IR	07	1
Griesheim		DE	05	1
Guanajay		CU	AR	1
Gursarāi	Gursarai	IN	36	1
Gelibolu		TR	17	1
Gaoua		BF	13	1
Gur’yevsk	Gur'yevsk	RU	29	1
Grigny		FR	11	1
Gagarin		UZ	15	1
Gampola		LK	29	1
G‘azalkent	G'azalkent	UZ	14	1
Gauripur		IN	03	1
Gōtsuchō	Gotsucho	JP	36	1
Gürsu	Gursu	TR	16	1
Grandview		US	MO	1
Gáldar	Galdar	ES	53	1
Gradignan		FR	75	1
Giussano		IT	09	1
Ghat		LY	71	1
Gumdag		TM	02	1
Glan		PH	12	1
Gioia del Colle		IT	13	1
Greiz		DE	15	1
Giarre		IT	15	1
Gangāpur	Gangapur	IN	16	1
Grootfontein		NA	39	1
Gusinoozyorsk		RU	11	1
Golborne		GB	ENG	1
Gornji Milanovac		RS	SE	1
Gosforth		GB	ENG	1
Golden Gate		US	FL	1
Genet		ET	51	1
Gherla		RO	13	1
Guanhães	Guanhaes	BR	15	1
Gaigeturi		KR	01	1
Galt		US	CA	1
Griffin		US	GA	1
Groß-Gerau	Gross-Gerau	DE	05	1
Guararema		BR	27	1
Gif-sur-Yvette		FR	11	1
Graham		US	WA	1
Gjirokastër	Gjirokaster	AL	45	1
Geretsried		DE	02	1
Graneros		CL	08	1
Glen Iris		AU	07	1
Greenwood		US	SC	1
Grande-Synthe		FR	32	1
Gitega		BI	13	1
Greenbelt		US	MD	1
Guihulñgan	Guihulngan	PH	07	1
Granville		AU	02	1
Goianira		BR	29	1
Grajewo		PL	81	1
Goirle		NL	06	1
Gambiran Satu		ID	08	1
Goleniów	Goleniow	PL	87	1
Gorelovo		RU	66	1
Guilford		US	CT	1
Gumaca		PH	40	1
Genç	Genc	TR	12	1
Gongdanglegi Kulon		ID	08	1
Garden City		US	NY	1
Gunupur		IN	21	1
Godalming		GB	ENG	1
Guaranda		EC	03	1
Ghoti Budrukh		IN	16	1
Greater Northdale		US	FL	1
Gediz		TR	43	1
Georgīevka	Georgievka	KZ	15	1
Guiset East		PH	01	1
Gyál	Gyal	HU	16	1
Gelnhausen		DE	05	1
Guaiúba	Guaiuba	BR	06	1
Groß-Umstadt	Gross-Umstadt	DE	05	1
Gavarr		AM	04	1
Gallup		US	NM	1
Gembloux		BE	WAL	1
Guben		DE	11	1
Guayama		PR	057	1
Gandu		BR	05	1
Gingee		IN	25	1
Geneva		US	IL	1
Guaramirim		BR	26	1
Guruvāyūr	Guruvayur	IN	13	1
Green Valley		US	AZ	1
Gryfino		PL	87	1
Glenferrie		AU	07	1
Garko		NG	55	1
Gardanne		FR	93	1
Gazanjyk		TM	02	1
Gazojak		TM	04	1
Guiseley		GB	ENG	1
Gunnaur		IN	36	1
Germersheim		DE	08	1
Gaya		NG	29	1
Grayslake		US	IL	1
Guidonia		IT	07	1
Geertruidenberg		NL	06	1
Goulburn		AU	02	1
Goa		PH	05	1
Goodlands		MU	19	1
Gamboma		CG	08	1
Ghātanji	Ghatanji	IN	16	1
Gostyń	Gostyn	PL	86	1
Gōdo	Godo	JP	09	1
Gendringen		NL	03	1
Glostrup		DK	17	1
Gevgelija		MK	33	1
Greenfield		US	IN	1
Geseke		DE	07	1
Genzano di Roma		IT	07	1
Guía de Isora	Guia de Isora	ES	53	1
Giulianova		IT	01	1
Gotse Delchev		BG	38	1
Gubkinskiy		RU	87	1
Granite Bay		US	CA	1
Guadix		ES	51	1
Goris		AM	08	1
Golden Valley		US	MN	1
Gersthofen		DE	02	1
Gardner		US	MA	1
Greensborough		AU	07	1
Giengen an der Brenz		DE	01	1
Glen Avon		US	CA	1
Geyve		TR	54	1
Guaporé	Guapore	BR	23	1
Govardhan		IN	36	1
Gawler		AU	05	1
Glace Bay		CA	07	1
Gaeta		IT	07	1
Gembu		NG	43	1
Gainsborough		GB	ENG	1
General Enrique Mosconi		AR	17	1
Guaçuí	Guacui	BR	08	1
Gheorgheni		RO	20	1
Greenfield		US	MA	1
Germantown		US	WI	1
Günzburg	Guenzburg	DE	02	1
Galapa		CO	04	1
Gua Musang		MY	03	1
Glenroy		AU	07	1
Guacarí	Guacari	CO	29	1
Gombi		NG	35	1
Galatina		IT	13	1
Ghāro	Gharo	PK	05	1
Gorodishche		RU	84	1
Gorseinon		GB	WLS	1
Gameleira		BR	30	1
Gannavaram		IN	02	1
Gualán	Gualan	GT	22	1
Green Haven		US	MD	1
Ghatkesar		IN	40	1
Gauting		DE	02	1
Glenmore Park		AU	02	1
Great Wyrley		GB	ENG	1
Giovinazzo		IT	13	1
Gujan-Mestras		FR	75	1
Gallipoli		IT	13	1
Goole		GB	ENG	1
Gardner		US	KS	1
Gröbenzell	Grobenzell	DE	02	1
Goiás	Goias	BR	29	1
Guápiles	Guapiles	CR	06	1
Gerlingen		DE	01	1
Gorgonzola		IT	09	1
Gostynin		PL	78	1
Gokwe		ZW	02	1
Garches		FR	11	1
Guaratuba		BR	18	1
Golden		US	CO	1
Gürgentepe	Gurgentepe	TR	52	1
Gioia Tauro		IT	03	1
Groesbeek		NL	03	1
Gavrilov-Yam		RU	88	1
Galich		RU	37	1
Glassboro		US	NJ	1
Gautier		US	MS	1
Goodings Grove		US	IL	1
Galappo		TZ	27	1
Goroka		PG	09	1
Giv‘at Shemu’él	Giv`at Shemu'el	IL	05	1
Guisa		CU	09	1
General Mamerto Natividad		PH	03	1
Gálvez	Galvez	AR	21	1
Gazipaşa	Gazipasa	TR	07	1
Grove		GB	ENG	1
Guará	Guara	BR	27	1
Guadalupe Victoria		MX	02	1
Gurmatkāl	Gurmatkal	IN	19	1
Givors		FR	84	1
Guaraciaba do Norte		BR	06	1
Grottaferrata		IT	07	1
Grimma		DE	13	1
Gubbi		IN	19	1
Godfrey		US	IL	1
Grumo Nevano		IT	04	1
Gartenstadt		DE	08	1
Gretna		US	LA	1
Güimar	Guimar	ES	53	1
Gangāpur	Gangapur	IN	24	1
Goražde	Gorazde	BA	01	1
Gjøvik	Gjovik	NO	11	1
Guisborough		GB	ENG	1
Gwadabawa		NG	51	1
Guaranésia	Guaranesia	BR	15	1
Gelligaer		GB	WLS	1
Glória do Goitá	Gloria do Goita	BR	30	1
Grangemouth		GB	SCT	1
Glassmanor		US	MD	1
Gosnells		AU	08	1
Gribanovskiy		RU	86	1
Gualaceo		EC	02	1
Gescher		DE	07	1
Gossau		CH	SG	1
Gemerek		TR	58	1
Glenvar Heights		US	FL	1
Griffith		US	IN	1
Gilching		DE	02	1
Gourcy		BF	10	1
Ginir		ET	51	1
Gryfice		PL	87	1
Gennep		NL	05	1
Gubin		PL	76	1
Gummidipundi		IN	25	1
Grafton		US	MA	1
Gebre Guracha		ET	51	1
Großenhain	Grossenhain	DE	13	1
Guane		CU	01	1
Guérande	Guerande	FR	52	1
Garui		IN	28	1
Gunzenhausen		DE	02	1
Garhshankar		IN	23	1
Greenville		LR	10	1
Gargždai	Gargzdai	LT	58	1
Galanta		SK	07	1
Ghedi		IT	09	1
Großostheim	Grossostheim	DE	02	1
Greenfield		US	CA	1
Guardamar del Segura		ES	60	1
Gobabis		NA	35	1
Gwarzo		NG	29	1
Gāndarbal	Gandarbal	IN	12	1
Gernika-Lumo		ES	59	1
Gandevi		IN	09	1
Gamla Uppsala		SE	21	1
Glinde		DE	10	1
Ginosa		IT	13	1
Groves		US	TX	1
Grosse Pointe Woods		US	MI	1
Gryazovets		RU	85	1
Gelemso		ET	51	1
Golitsyno		RU	47	1
Ginsheim-Gustavsburg		DE	05	1
Giffnock		GB	SCT	1
Đinh Văn	GJinh Van	VN	23	1
Guru Har Sahāi	Guru Har Sahai	IN	23	1
Grefrath		DE	07	1
Gainesville		US	TX	1
Great Bend		US	KS	1
Gien		FR	24	1
Gurun		MY	02	1
Gentilly		FR	11	1
Grenchen		CH	SO	1
Goodlettsville		US	TN	1
Garwolin		PL	78	1
Göd	God	HU	16	1
Guéret	Gueret	FR	75	1
Gwaram		NG	39	1
Gračanica	Gracanica	BA	01	1
Gatesville		US	TX	1
General Pinedo		AR	03	1
Garforth		GB	ENG	1
Gura Humorului		RO	34	1
Gornyak		RU	04	1
Gloversville		US	NY	1
Gradačac	Gradacac	BA	01	1
Galaosiyo		UZ	02	1
Griffith		AU	02	1
Great Falls		US	VA	1
Guinguinéo	Guinguineo	SN	09	1
Grandville		US	MI	1
Galaat el Andeless		TN	38	1
Garching bei München	Garching bei Munchen	DE	02	1
Greenwood		US	MS	1
Gangolli		IN	19	1
Gyomaendrőd	Gyomaendrod	HU	03	1
Ganye		NG	35	1
Gwoza		NG	27	1
Giaginskaya		RU	01	1
Greater Napanee		CA	08	1
Głuchołazy	Glucholazy	PL	79	1
Głowno	Glowno	PL	74	1
Greeneville		US	TN	1
Găeşti	Gaesti	RO	16	1